timestamp,simulated_time_seconds,state,plate_temp_f,bin_temp_f,target_temp_f,cycle_count,chill_mode,compressor_1,compressor_2,condenser_fan,hot_gas_solenoid,water_valve,recirculating_pump,ice_cutter
2026-01-25T03:50:26.581Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:26.587Z,,ICE,32.23,45.27,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:27.326Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.333Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.343Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.348Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.359Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.374Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.382Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:31.393Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:34.066Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:36.489Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:36.494Z,,ICE,32.23,45.16,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:40.936Z,,ICE,32.23,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:41.590Z,,ICE,32.23,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:41.595Z,,ICE,32.23,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:46.687Z,,ICE,32.23,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:46.692Z,,ICE,32.23,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:47.631Z,,ICE,32.11,45.05,-2.00,0,,1,1,1,0,0,1,1
2026-01-25T03:50:51.724Z,,ICE,32.11,45.05,-2.00,0,,1,1,1,0,0,1,1
